pl_name,pl_rade,pl_bmasse,pl_orbsmax,pl_orbper,pl_insol,pl_eqt,pl_orbeccen,st_teff,st_rad,st_mass
HD 207897 b,2.34302132,14.8,0.117,16.20166,26.5,581.75,0.0,5106.0,0.7827,0.8208
HD 209458 b,15.58051,232.0159,0.04707,3.52474859,587.098,1459.0,0.0,6091.0,1.19,1.23
HD 211403 b,12.8,1760.76937478,0.768,223.8,3.44,380.0,0.084,6273.0,1.206,1.2
HD 213885 b,1.745,8.83,0.02012,1.008035,1882.94,2128.0,0.0,5978.0,1.1011,1.068
HD 21749 c,0.892,3.7,0.0695,7.78993,144.765,701.0,,4640.0,0.695,0.73
HD 219134 b,1.602,4.74,0.03876,3.092926,176.2,1015.0,0.0,4699.0,0.778,0.81
HD 219134 c,1.511,4.36,0.0653,6.76458,62.1,782.0,0.062,4699.0,0.778,0.81
HD 219134 d,1.61,16.17,0.237,46.859,4.72,410.5,0.138,4699.0,0.778,0.81
HD 219134 f,1.31,7.3,0.1463,22.717,12.38,522.6,0.148,4699.0,0.778,0.81
HD 219666 b,4.898,17.6,0.06356,6.034468,64.2648,1076.0,0.05,5540.0,1.059,1.02
HD 221416 b,9.17,60.5,0.1228,14.2767,91.6542,789.15,0.115,5080.0,2.943,1.212
HD 22496 b,2.22,5.57,0.051,5.09071,26.0,573.0,,4385.0,0.674,0.684
HD 22946 d,2.607,26.57,0.2958,47.42489,18.561,546.0,,6169.0,1.117,1.098
HD 23472 b,2.0,8.32,0.1162,17.667087,16.0,543.0,0.072,4684.0,0.71,0.67
HD 23472 c,1.87,3.41,0.1646,29.79749,7.96,467.0,0.063,4684.0,0.71,0.67
HD 23472 d,0.75,0.55,0.04298,3.97664,117.0,909.0,0.07,4684.0,0.71,0.67
HD 23472 e,0.818,0.72,0.068,7.90754,46.7,723.0,0.07,4684.0,0.71,0.67
HD 23472 f,1.137,0.77,0.0906,12.1621839,26.3,630.0,0.07,4684.0,0.71,0.67
HD 235088 b,1.982,4.15,0.0706,7.4341325,70.0,805.0,0.0,5075.0,0.772,0.849
HD 238090 b,2.52,6.89,0.0932,13.671,8.1,469.6,0.3,3933.0,0.57,0.578
HD 25463 b,2.54535814,8.7,0.076,7.0491423,461.4,1198.46,0.0,6353.0,1.4182,1.251
HD 25463 c,1.36354953,4.3,0.0443,3.04405,1413.5,1585.57,0.0,6353.0,1.4182,1.251
HD 260655 b,1.24,2.14,0.02933,2.76953,42.2,709.0,0.039,3803.0,0.439,0.439
HD 260655 c,1.533,3.09,0.04749,5.70588,16.1,557.0,0.038,3803.0,0.439,0.439
HD 2685 b,16.14096,371.8611,0.0568,4.12688,1436.49,2061.0,0.091,6801.0,1.56,1.43
HD 27969 b,12.9,1525.5763536,1.552,654.5,0.76,261.0,0.182,5966.0,1.27,1.16
HD 28109 b,2.69,6.2,0.1357,22.891054,98.7475,867.0,0.0071,6189.0,1.425,1.227
HD 28109 c,4.13,9.2,0.308,55.99712,29.9535,643.0,0.0039,6189.0,1.425,1.227
HD 28109 d,3.11,5.8,0.411,84.2899,17.3745,561.0,0.0054,6189.0,1.425,1.227
HD 3167 b,1.67,4.97,0.01796,0.959641,1650.0,1774.0,0.0,5261.0,0.88,0.837
HD 3167 c,3.0,11.13,0.1776,29.8454,16.9,564.0,0.06,5261.0,0.88,0.837
HD 3167 d,1.92,4.33,0.0763,8.4112,88.9,859.5,0.12,5261.0,0.88,0.837
HD 332231 b,9.07303305,74.1,0.145,18.712024,98.09,798.3,0.0,6128.0,1.266,1.1642
HD 35843 c,2.54,11.32,0.25,46.9622,11.3814,479.0,0.153,5666.0,0.897,0.94
HD 42618 b,3.89,14.4,0.554,149.61,3.16,337.0,0.19,5727.0,0.999,1.015
HD 42813 b,3.41,9.1,0.111,13.6308205,74.7,716.0,0.0,5289.0,0.98,0.901
HD 48948 b,2.06,4.88,0.0652,7.34013,138.85,957.0,0.055,4593.0,0.679,0.686
HD 48948 c,2.6,7.27,0.1951,38.06,15.5,553.0,0.55,4593.0,0.679,0.686
HD 48948 d,3.24,10.59,0.4894,151.92,2.46,349.0,0.055,4593.0,0.679,0.686
HD 5278 b,2.45,7.8,0.1202,14.339156,132.0,943.0,0.08,6203.0,1.194,1.126
HD 56414 b,3.71,13.3,0.229,29.04992,257.066,1133.0,0.68,8500.0,1.751,1.89
HD 6061 b,2.42763557,10.0,0.06,5.2549,339.1,1075.31,0.0,5934.0,1.0072,1.0269
HD 63433 b,2.14,21.755,0.072,7.1079475,145.5707,967.11,0.24,5553.0,0.934,0.956
HD 63433 c,2.692,15.539,0.146,20.5438281,35.3582,678.92,0.21,5553.0,0.934,0.956
HD 63935 b,2.91575244,10.5,0.083,9.058807,115.6,825.22,0.0,5513.0,0.9598,0.9406
HD 63935 c,3.06451296,11.1,0.148,21.4027,36.7,619.59,0.0,5513.0,0.9598,0.9406
HD 73344 b,2.884,10.48,0.131,15.611,111.9729,911.0,0.03,6252.6,1.22,1.2
HD 73583 b,2.79,10.2,0.0604,6.398042,43.3,714.0,0.09,4511.0,0.65,0.73
HD 73583 c,2.39,9.7,0.1242,18.87974,10.2,498.0,0.08,4511.0,0.65,0.73
HD 77946 b,2.89646124,10.9,0.073,6.527363,413.1008,1128.86,0.211,6007.0,1.3174,1.1973
HD 80653 b,1.613,5.72,0.01661,0.719573,6130.0,2463.0,0.0,5959.0,1.22,1.18
HD 80869 b,12.8,1609.80088146,2.905,1752.92067,0.142,203.2,0.924,5837.0,1.062,1.06
HD 86226 c,2.16,7.25,0.049,3.98442,647.901,1311.0,0.075,5863.0,1.053,1.019
HD 89345 b,7.39794,34.9613,0.1066,11.8143,275.6427,1089.0,0.22,5576.0,1.747,1.157
HD 93963 A b,1.46954368,2.8,0.02061,1.0376109,2898.0,1842.23,0.0,5908.0,1.0311,1.0844
HD 93963 A c,3.11976057,18.4,0.04726,3.6451389,543.8,1212.45,0.0,5908.0,1.0311,1.0844
HD 95338 b,4.27174254,42.44,0.262,55.082694,7.42,385.0,0.197,5097.0,0.868,0.848
HD 95544 b,12.8,1913.64483855,3.166,2041.54152,0.1,156.5,0.049,5722.0,1.088,1.01
HD 97658 b,2.12,8.3,0.0805,9.4897116,41.924,751.0,0.05,5212.0,0.728,0.85
HIP 113103 c,2.4,6.35,0.10479,14.245648,180.487,585.0,0.17,4930.0,0.742,0.761
HIP 116454 b,2.469,9.7,0.0792,9.1004157,51.2858,753.2,0.215,5048.0,0.758,0.8
HIP 29442 c,1.551,4.5,0.04518,3.5379559,451.0,1123.0,,5289.0,0.98,0.901
HIP 29442 d,1.538,5.14,0.0673,6.429575,203.0,920.0,,5289.0,0.98,0.901
HIP 65 A b,22.75427,1021.18779,0.01782,0.9809734,661.0,1411.0,0.0,4590.0,0.7242,0.781
HIP 67522 b,9.9872018,71.4,0.0748,6.9594731,341.0878,1175.0,0.064,5675.0,1.38,1.22
HIP 8152 b,2.53625843,8.9,0.093,10.751014,88.9,794.96,0.0,5618.0,0.9603,0.9373
HIP 8152 c,2.52442508,10.7,0.139,19.60562,39.9,650.68,0.2,5618.0,0.9603,0.9373
HIP 94235 b,3.0,379.0,0.0787,7.713057,219.2841,1060.0,0.32,5991.0,1.08,1.094
HIP 9618 b,3.82838127,8.3,0.145,20.772858,40.3,640.88,0.0,5649.0,0.9593,0.942
HIP 9618 c,3.42855926,7.0,0.269,52.56363,11.7,470.31,0.0,5649.0,0.9593,0.942
HIP 97166 b,2.4801338,19.1,0.091,10.288914,9.0686,701.66,0.29,5216.0,0.8418,0.9342
HN Lib b,2.2,5.46,0.1417,36.116,0.503,234.4,0.079,3347.0,0.299,0.291
HR 858 b,2.004,3.55,0.04888,3.585287,989.7,1552.0,0.0,6354.0,1.258,1.204
HR 858 c,1.979,3.8,0.0687,5.973865,512.0,1309.0,0.0,6354.0,1.258,1.204
HR 858 d,2.001,7.1,0.1046,11.230511,217.0,1061.0,0.0,6354.0,1.258,1.204
IRAS 04125+2902 b,10.73820351,80.8,0.077,8.834978,41.4199,854.0,,4080.0,1.45,0.7
K2-10 b,3.773,25.2,0.137,19.30553,42.1,649.0,0.31,5533.0,0.956,0.88
K2-100 b,3.88,21.8,0.0301,1.6739035,1915.0,1841.0,0.0,5945.0,1.24,1.15
K2-104 b,1.79,3.86,0.0242,1.9741954,62.1,798.0,0.09,3712.0,0.48,0.51
K2-105 b,3.4,15.4,0.0796,8.26726,100.0,805.0,0.0,5373.0,0.905,0.94
K2-108 b,5.33,59.4,0.0581,4.733999,762.0,1360.0,0.18,5599.0,1.76,1.17
K2-11 b,7.55,44.4,0.2257,39.93767,9.84,734.0,,5433.0,5.15,1.35
K2-110 b,2.592,15.9,0.10207,13.86375,27.7,638.0,0.13,5010.0,0.713,0.738
K2-111 b,1.82,5.58,0.0565,5.3518,490.0,1309.0,0.1,5775.0,1.25,0.84
K2-113 b,12.14,410.0007,0.0642,5.817685,277.39,1098.0,0.0,5660.0,1.24,1.04
K2-114 b,10.59248676,638.83509807,0.0944,11.390931,40.0,701.4,0.079,4899.0,0.832,0.863
K2-115 b,11.80305668,321.00669107,0.1415,20.2729914,20.4393,696.0,0.063,5870.0,0.855,0.918
K2-117 b,2.03,4.78,0.0189,1.2916,145.8,868.0,0.06,3778.0,0.51,0.54
K2-117 c,2.06,4.9,0.0492,5.444017,21.4,537.0,0.15,3778.0,0.51,0.54
K2-119 b,2.53,6.94,0.0698,7.727283,54.9,666.0,0.07,4740.0,0.71,0.76
K2-12 b,2.44,5.2,0.0792,8.28246,185.0,1026.0,0.5,5672.0,1.117,0.965
K2-121 b,7.16,51.0,0.0525,5.185738,62.5,716.0,0.22,4526.0,0.675,0.71
K2-122 b,1.16,1.65,0.0373,2.2193023,79.9,769.0,0.21,4009.0,0.59,0.63
K2-123 b,2.76,8.05,0.1649,30.951524,2.9,338.0,0.06,4035.0,0.59,0.62
K2-124 b,2.9,8.75,0.049,6.413651,8.7,442.0,0.08,3570.0,0.388,0.39
K2-126 b,1.97,4.54,0.0656,7.385655,35.3,601.0,0.06,4339.0,0.65,0.69
K2-127 b,8.37,52.9,0.0411,3.588163,105.6,809.0,0.12,4575.0,0.66,0.72
K2-13 b,1.89,4.23,0.2114,39.91488,22.8,511.0,,5698.0,0.78,0.8
K2-131 b,1.69,7.9,0.00936,0.3693038,4070.0,2223.0,0.0,5120.0,0.7595,0.803
K2-132 b,14.5717,155.7367,0.0916,9.1751,293.374,1586.0,0.29,4840.0,3.85,1.08
K2-133 d,2.003,4.67,0.07487,11.02454,48.3251,734.0,,3655.0,0.455,0.461
K2-133 e,1.73,3.64,0.1346,26.5841,1.8,296.0,,3655.0,0.455,0.461
K2-136 b,1.014,4.3,0.0707,7.9752,33.5,610.0,0.14,4500.0,0.677,0.742
K2-136 c,3.0,18.1,0.1185,17.30713,11.91,470.0,0.047,4500.0,0.677,0.742
K2-136 d,1.565,3.0,0.1538,25.575,7.07,420.0,0.071,4500.0,0.677,0.742
K2-138 b,1.51,3.1,0.03385,2.35309,486.0,1157.0,0.048,5356.3,0.863,0.935
K2-138 c,2.299,6.31,0.04461,3.56004,279.0,1012.0,0.045,5356.3,0.863,0.935
K2-138 d,2.39,7.92,0.05893,5.40479,160.0,888.0,0.043,5356.3,0.863,0.935
K2-138 e,3.39,12.97,0.0782,8.26146,91.1,757.0,0.077,5356.3,0.863,0.935
K2-138 f,2.904,1.63,0.10447,12.75758,51.0,653.0,0.062,5356.3,0.863,0.935
K2-138 g,3.013,4.32,0.23109,41.96797,9.29,445.0,0.059,5356.3,0.863,0.935
K2-14 b,4.81,20.7,0.0627,8.36802,8.0,488.0,0.14,3789.0,0.45,0.47
K2-140 b,13.56286665,295.58041851,0.068,6.569188,204.0,962.0,0.0,5585.0,1.06,0.96
K2-141 b,1.51,4.97,0.00747,0.2803244,3260.0,2103.0,0.0,4570.0,0.681,0.708
K2-141 c,7.0,8.0,0.0683,7.7485,39.1,695.0,0.092,4570.0,0.681,0.708
K2-146 b,2.05,5.77,0.0248,2.6446,20.7,534.0,0.129,3385.0,0.33,0.331
K2-147 b,1.47286006,2.77,0.01575,0.961939,200.1,1077.0,0.38,3690.0,0.578,0.563
K2-15 b,2.48,6.71,0.091,11.8104,48.0,676.0,,5131.0,0.68,0.72
K2-151 b,1.49,2.83,0.0373,3.835476,20.8,566.0,,3695.0,0.45,0.47
K2-152 b,2.29,5.86,0.1716,32.6479,2.9,337.0,,4044.0,0.61,0.63
K2-153 b,2.0,4.66,0.0614,7.51574,11.8,497.0,,3845.0,0.53,0.55
K2-154 b,1.99,4.62,0.0405,3.67626,57.5,715.0,,4097.0,0.63,0.65
K2-154 c,2.07,4.94,0.0677,7.95486,20.5,552.0,,4097.0,0.63,0.65
K2-155 b,1.8,3.89,0.0562,6.342,19.9,708.0,,4258.0,0.58,0.65
K2-155 c,2.6,7.27,0.0946,13.85,7.0,583.0,,4258.0,0.58,0.65
K2-155 d,1.9,4.27,0.1937,40.718,1.67,381.0,,4258.0,0.58,0.65
K2-157 b,0.935,1.14,0.00962,0.3652575,6660.0,2432.0,,5334.0,0.86,0.89
K2-157 c,6.08,30.8,0.165,25.942,22.65,587.0,0.2,5334.0,0.86,0.89
K2-157 d,5.16,23.3,0.309,66.5,6.46,429.1,0.5,5334.0,0.86,0.89
K2-16 b,2.02,4.74,0.0667,7.6188,44.5,658.0,,4742.0,0.66,0.68
K2-16 c,2.54,6.99,0.1229,19.07863,13.1,485.0,,4742.0,0.66,0.68
K2-167 b,2.36509493,6.5,0.0932,9.978541,317.0,1220.0,0.48,6310.0,1.499,1.084
K2-17 b,2.23,5.6,0.119,17.96753,4.91,487.0,0.18,4320.0,0.66,0.71
K2-174 b,2.6,7.27,0.126,19.562307,10.9555,455.0,,4455.0,0.676,0.7
K2-18 b,2.37,8.92,0.1429,32.939623,1.005,284.0,0.2,3457.0,0.411,0.359
K2-180 b,2.46597575,11.41003981,0.0756,8.865663,48.3,797.5,0.075,5365.0,0.719,0.735
K2-181 b,2.69,7.7,0.0706,6.8941,192.0,949.0,0.4,5528.0,1.06,0.96
K2-182 b,2.71257333,20.97667486,0.05174,4.7369696,146.9,965.8,0.071,5128.0,0.789,0.823
K2-188 c,2.83,8.4,0.0785,7.810253,230.628,1026.0,,5977.0,1.19,1.06
K2-189 b,1.403,2.55,0.0361,2.58812,497.0,1203.0,,5442.0,0.879,0.85
K2-189 c,2.31,5.95,0.068,6.67932,140.0,877.0,,5442.0,0.879,0.85
K2-19 b,7.0,32.4,0.074,7.9222,87.0,779.0,0.2,5322.0,0.82,0.88
K2-19 c,4.1,10.8,0.0971,11.8993,51.0,679.0,0.21,5322.0,0.82,0.88
K2-19 d,1.11,10.0,0.0344,2.5081,404.0,1142.0,0.0,5322.0,0.82,0.88
K2-199 b,1.73,6.9,0.0382,3.2253993,116.2,913.0,0.02,4491.0,0.682,0.711
K2-199 c,2.85,12.4,0.0662,7.3744897,38.6,694.0,0.03,4491.0,0.682,0.711
K2-21 b,1.84,4.04,0.076,9.325038,10.0,500.0,0.1,4222.06,0.646783,0.676023
K2-21 c,2.49,6.76,0.107,15.50192,5.1,420.0,0.21,4222.06,0.646783,0.676023
K2-212 b,2.65,7.51,0.0785,9.795647,21.964,542.0,,4349.0,0.678,0.622
K2-214 b,2.51,6.85,0.0834,8.59656,238.0,1001.0,,5875.0,1.236,1.03
K2-216 b,1.75,8.0,0.028,2.1748,248.0,1103.0,0.0,4503.0,0.72,0.7
K2-22 b,2.3,444.962,0.009,0.381073,114.0,2100.0,0.19,3879.0,0.58,0.595292
K2-220 b,2.37,6.21,0.1104,13.68186,79.7,761.0,,5612.0,1.026,0.91
K2-222 b,2.35,8.7,0.1206,15.38857,96.0,871.0,0.16,5942.0,1.115,0.989
K2-229 b,1.0,2.55,0.0131,0.584216,2290.0,1818.0,0.0,5315.0,0.79,0.87
K2-229 c,2.03,7.0,0.0769,8.32727,66.0,750.0,0.0,5315.0,0.79,0.87
K2-232 b,11.209,126.49634,0.10356,11.168454,312.155,1030.0,0.258,6154.0,1.161,1.188
K2-233 b,1.315,2.4,0.03293,2.467583,269.0,1127.0,0.0,4796.0,0.71,0.79
K2-233 c,1.272,4.6,0.0664,7.06024,66.2,794.0,0.0,4796.0,0.71,0.79
K2-233 d,2.363,10.3,0.1516,24.3681,12.7,525.0,0.18,4796.0,0.71,0.79
K2-237 b,16.06246934,434.15360396,0.03552,2.18053332,1860.0,1759.0,0.03,6180.0,1.236,1.256
K2-24 b,5.4,19.0,0.154,20.88977,52.0,686.0,0.06,5625.0,1.16,1.07
K2-24 c,7.5,15.4,0.247,42.3391,20.0,542.0,0.07,5625.0,1.16,1.07
K2-245 b,4.34,17.4,0.0959,11.89307,83.0,923.0,,5793.0,1.25,0.83
K2-25 b,3.44,24.5,0.0287,3.48456408,9.91,494.0,0.428,3207.0,0.2932,0.2634
K2-26 b,2.67,7.61,0.0962,14.5665,5.8,430.0,,3785.0,0.52,0.56
K2-260 b,18.41635529,546.66486004,0.04392,2.62669762,2520.03,2090.0,0.053,6860.0,1.755,1.637
K2-261 b,9.26982704,68.96876432,0.1086,11.6334681,180.0,1036.0,0.274,5490.0,1.663,1.107
K2-263 b,2.41,14.9,0.2573,50.818947,8.17,470.0,0.15,5368.0,0.85,0.88
K2-265 b,1.70824866,7.3418362,0.03359,2.36902,592.0,1366.0,0.16,5420.0,0.92,0.901
K2-266 b,3.3,11.26782377,0.01306,0.658524,879.5,1515.0,,4285.0,0.703,0.686
K2-266 c,0.705,0.29013072,0.0679,7.814,32.4,664.5,0.042,4285.0,0.703,0.686
K2-266 d,2.93,8.9,0.1035,14.697,13.95,538.3,0.047,4285.0,0.703,0.686
K2-266 e,2.73,14.3,0.1249,19.482,9.581,490.1,0.043,4285.0,0.703,0.686
K2-27 b,4.74,30.2,0.06702,6.771347,116.0,836.0,0.251,5246.0,0.876,0.88
K2-271 b,7.28,41.8,0.077,8.562421,133.8067,893.0,,5644.0,0.99,0.83
K2-275 b,2.34,6.08,0.0277,3.2809626,161.2476,1166.0,,4841.0,0.69,0.77
K2-275 c,2.21,5.52,0.0881,8.4388385,45.7572,653.0,,4841.0,0.69,0.77
K2-277 b,2.18575124,7.4,0.0664,6.326768,195.0,1049.0,0.52,5680.0,0.973,0.974
K2-28 b,2.32,5.99,0.0214,2.260455,30.1,568.0,0.0,3214.0,0.288,0.257
K2-280 b,7.5,37.1,0.1461,19.89526,69.5,787.0,0.35,5500.0,1.28,1.03
K2-284 b,2.78,8.15,0.04771,4.795069,42.6,653.0,0.078,4140.0,0.607,0.63
K2-285 b,2.59,9.68,0.03817,3.471745,234.31,1088.9,0.0,4975.0,0.787,0.83
K2-285 c,3.53,15.68,0.0824,7.138048,50.35,741.4,0.0,4975.0,0.787,0.83
K2-285 d,2.48,6.5,0.1178,10.45582,24.61,619.9,0.0,4975.0,0.787,0.83
K2-285 e,1.95,10.7,0.18041,14.76289,10.5,500.9,0.0,4975.0,0.787,0.83
K2-29 b,13.33871,232.0159,0.04217,3.2588321,293.0,1171.0,0.066,5358.0,0.86,0.94
K2-291 b,1.589,6.49,0.03261,2.225177,633.0,1278.0,0.0,5520.0,0.899,0.934
K2-292 b,2.63,24.5,0.13,16.9841,67.0,795.0,0.04,5725.0,1.09,1.0
K2-295 b,10.054473,106.47305,0.0451,4.024867,97.8595,852.0,0.0,4444.0,0.7,0.74
K2-3 b,2.078,5.11,0.0747,10.0546535,10.5,501.3,0.107,3844.0,0.546,0.549
K2-3 c,1.582,2.68,0.1357,24.646729,3.17,371.8,0.048,3844.0,0.546,0.549
K2-3 d,1.458,2.2,0.2014,44.55603,1.44,305.2,0.091,3844.0,0.546,0.549
K2-30 b,11.646151,184.02357,0.04839,4.098503,299.0,1092.0,0.0,5425.0,0.844,0.9
K2-31 b,11.88154,563.83042,0.022,1.25785,1272.0,1688.0,0.0,5280.0,0.78,0.91
K2-32 b,5.299,15.0,0.0795,8.992,79.5,837.0,0.03,5271.0,0.86,0.83
K2-32 c,3.134,8.1,0.13843,20.66093,26.2,634.0,0.049,5271.0,0.86,0.83
K2-32 d,3.484,6.7,0.18422,31.71701,14.8,550.0,0.05,5271.0,0.86,0.83
K2-321 b,2.05124347,4.86,0.02839,2.2979749,68.5516,830.0,0.44,3750.0,0.595,0.578
K2-329 b,8.675766,82.6358,0.1016,12.4551225,45.7,650.0,0.0697,5282.0,0.822,0.901
K2-34 b,13.75,539.67534,0.0442,2.9956348,963.566,1687.0,0.0,6168.0,1.42,1.16
K2-35 b,1.32,2.3,0.031,2.399964,211.0,979.0,0.13,4402.71,0.619575,0.701968
K2-35 c,1.93,4.38,0.055,5.608352,68.0,766.0,0.12,4402.71,0.619575,0.701968
K2-36 b,1.43,4.3,0.02288,1.422614,519.0,1328.0,0.093,4916.0,0.718,0.79
K2-36 c,3.2,7.9,0.05528,5.340888,89.0,854.0,0.089,4916.0,0.718,0.79
K2-360 c,4.02,15.23,0.0883,9.79692,115.0,912.0,0.11,5679.0,0.98,0.958
K2-37 b,1.39,2.51,0.05105,4.4434,193.0,949.0,,5352.0,0.809,0.84
K2-37 c,2.41,6.39,0.06534,6.42966,118.0,839.0,,5352.0,0.809,0.84
K2-37 d,2.31,12.5,0.1102,14.09229,41.3,646.0,,5352.0,0.809,0.84
K2-38 b,1.54,7.3,0.04994,4.01593,426.0,1266.0,0.197,5731.0,1.06,1.03
K2-38 c,2.29,8.3,0.09514,10.56103,117.0,916.0,0.161,5731.0,1.06,1.03
K2-39 b,6.27704,28.6047,0.05708,4.60543,1356.0,1670.0,0.0,4881.0,2.97,0.66
K2-4 b,2.1,5.06,0.078,10.003417,15.6,563.0,0.08,4014.73,0.569359,0.635026
K2-415 b,1.015,7.5,0.027,4.0179694,4.82,412.4,,3173.0,0.1965,0.1635
K2-419 A b,10.55,196.0,0.1208,20.35847252,3.3,377.0,0.042,3711.0,0.541,0.562
K2-43 b,4.51,18.5,0.03784,3.471149,49.0,939.3,0.07,3840.6,0.542,0.571
K2-44 b,2.433,6.5,0.06,5.657,646.0,1211.0,,5912.0,1.58,1.15
K2-45 b,6.71,36.4,0.0224,1.7292684,100.0,1073.56,0.1,4103.0,0.445,0.503
K2-46 b,2.05,4.86,0.13821,19.1541,119.0,889.0,,6256.0,1.29,0.96
K2-5 b,1.91,4.31,0.0532,5.73594,24.1,565.0,,3930.0,0.57,0.61
K2-5 c,2.26,5.73,0.0818,10.93241,10.2,456.0,,3930.0,0.57,0.61
K2-53 b,2.6,7.27,0.098,12.20772,52.5,665.0,,5263.0,0.807,0.851
K2-54 b,2.6116925,7.33,0.0761,9.7833,6.1,560.0,0.24,3990.0,0.643,0.615
K2-55 b,4.43,44.0,0.03486,2.849271,141.3,900.0,0.07,4300.0,0.715,0.688
K2-57 b,2.30905002,5.94,0.0752,9.0073,24.1,635.8,0.25,4413.0,0.671,0.699
K2-6 b,2.5,6.8,0.1898,30.94191,28.6,615.0,,5850.0,0.96,0.97
K2-60 b,7.655747,135.39558,0.045,3.00265,1212.0,1400.0,0.0,5500.0,1.12,0.97
K2-61 b,1.92,4.35,0.0392,2.57336,730.0,1325.0,,5748.0,0.995,0.97
K2-62 b,2.02,4.74,0.0636,6.67199,46.7,666.0,,4455.0,0.696,0.67
K2-62 c,1.99,4.62,0.1148,16.19697,14.3,495.0,,4455.0,0.696,0.67
K2-66 b,2.49,21.3,0.05983,5.06963,840.0,1372.0,0.0,5887.0,1.67,1.11
K2-7 b,4.03523305,15.3,0.1867,28.6781,125.0,786.0,0.24,5700.0,1.533,1.056
K2-73 b,2.58,9.2,0.07619,7.49556,209.0,968.0,,5867.0,1.058,1.02
K2-77 b,2.4996027,603.877,0.0753,8.2000844,58.0,806.0,0.29,5160.0,0.792,0.847
K2-79 b,4.09,9.2,0.0988,10.9947,181.0,1022.0,0.23,5897.0,1.265,1.066
K2-8 b,3.58,12.5,0.0856,10.35239,37.7,631.0,,4870.0,0.74,0.78
K2-8 c,2.41,6.39,0.0532,5.06416,97.8,801.0,,4870.0,0.74,0.78
K2-85 b,1.4,3.2,0.013,0.68453862616,800.0,1355.0,0.24,4232.0,0.71,0.7
K2-87 b,7.6,44.9,0.094,9.726618,85.0,979.0,,5747.0,1.401,1.164
K2-9 b,2.25,5.69,0.091,18.4498,1.36,314.0,,3390.0,0.31,0.3
K2-90 b,2.6,7.27,0.096,13.733314,10.2,502.0,0.07,4484.0,0.619,0.629
K2-97 b,13.45077684,174.48779544,0.0854,8.407115,114.149,1566.0,0.207,4673.0,4.14,1.17
K2-98 b,5.06645928,34.00763955,0.0986,10.1367349,339.0,1185.0,0.119,6260.0,1.518,1.246
K2-99 b,11.88151954,276.51071409,0.153,18.24783,357.0,1184.0,0.22,6069.0,2.55,1.44
KELT-1 b,12.442,8654.15,0.02466,1.217514,5165.92,2361.0,0.0099,6516.0,1.471,1.335
KELT-10 b,15.681391,215.80657,0.0525,4.1662739,600.0,1377.0,,5948.0,1.209,1.112
KELT-11 b,15.13212395,65.15482343,0.0623,4.73620865,1433.0,1712.0,0.0,5375.0,2.69,1.44
KELT-12 b,19.95202,301.9385,0.06708,5.031623,1749.0,1800.0,0.0,6279.0,2.37,1.591
KELT-14 b,19.537287,408.09372,0.03005,1.7100566,826.113,1970.0,0.0,5720.0,1.52,1.239
KELT-15 b,19.50366,416.3573,0.04613,3.32944,1612.7618,1642.0,0.0,6003.0,1.78,2.06
KELT-16 b,15.860735,874.0325,0.02044,0.9689951,6992.0328,2453.0,0.0,6236.0,1.36,1.211
KELT-17 b,17.093725,416.3573,0.04881,3.0801716,3331.8707,2087.0,,7454.0,1.645,1.635
KELT-18 b,17.59813,375.0394,0.0455,2.8717518,3152.0,2085.0,0.0,6670.0,1.908,1.524
KELT-19 A b,21.40919,1293.5681,0.0637,4.6117093,2340.0,1935.0,,7500.0,1.83,1.62
KELT-2 A b,15.13215,540.311,0.05497,4.11379,3108.45,2080.0,0.0,6327.0,1.93,1.54
KELT-20 b,19.514869,1074.90106,0.0542,3.4741085,4362.5,2262.0,0.0,8720.0,1.565,1.76
KELT-21 b,17.777474,1242.7153,0.05224,3.6127647,2950.0,2051.0,0.0,7598.0,1.638,1.458
KELT-23 A b,14.829507,298.12454,0.03302,2.255251,991.183,1561.0,0.0,5899.0,0.996,0.944
KELT-24 b,12.71098411,1458.83238813,0.0665,5.55149296,624.0,1391.0,0.0319,6426.0,1.338,1.268
KELT-3 b,17.48604,616.5902,0.04123,2.70339,1704.57,1816.0,0.0,6304.0,1.7,1.96
KELT-4 A b,19.044091,286.68266,0.04317,2.9895932,1840.0,1823.0,0.0,6206.0,1.603,1.201
KELT-6 b,14.5717,165.2716,0.07939,7.8457,718.188,1313.0,0.22,6102.0,1.73,1.42
KELT-7 b,17.9344,441.7837,0.04415,2.73477,1775.39,2048.0,0.0,6768.0,1.81,1.76
KELT-8 b,18.15858,209.7678,0.0455,3.24406,983.3098,1675.0,0.04,5754.0,1.46,0.81
KELT-9 b,21.196219,915.3504,0.03462,1.4811235,44900.0,4050.0,0.0,10170.0,2.362,2.52
KIC 5437945 b,6.4,33.6,1.19671,440.7813,2.9,308.0,0.0,6340.0,1.24,1.07
KIC 9663113 b,4.6,19.2,1.55346,572.3847,3.356,264.0,0.0,6065.0,1.03,0.98
KOBE-1 b,2.91,8.8,0.07006,8.5399,20.56,594.4,0.0,4135.0,0.619,0.629
KOBE-1 c,3.56,12.4,0.16071,29.671,3.91,392.5,0.0,4135.0,0.619,0.629
KOI-12 b,13.78707,349.613,0.154,17.855182,196.507,911.0,0.34,6635.0,1.4,1.5
KOI-1257 b,10.54,460.83,0.382,86.647661,7.28,511.0,0.772,5520.0,1.13,0.99
