pl_name,pl_rade,pl_bmasse,pl_orbsmax,pl_orbper,pl_insol,pl_eqt,pl_orbeccen,st_teff,st_rad,st_mass
Kepler-1943 b,1.54869189,3.02,0.05975,4.850180149,724.2,1098.0,0.0,6032.0,0.973,1.055
Kepler-1944 b,2.75971163,8.05,0.0918,9.842579842,97.62,801.0,0.0,5585.0,0.972,1.064
Kepler-1945 b,1.289,2.21,0.0597,6.080039978,100.72,808.0,0.0,4991.0,0.804,0.767
Kepler-1946 b,2.48812698,6.75,0.0394,3.035190105,403.53,1143.0,0.0,5505.0,0.873,0.887
Kepler-1947 b,1.0101666,1.01,0.07375,6.963630199,229.4,1298.0,0.0,6040.0,1.686,0.984
Kepler-1948 b,1.03283226,1.09,0.1022,15.57129955,5.98,399.0,0.0,3872.0,0.557,0.585
Kepler-1949 b,2.21964541,5.56,0.0352,2.208280087,2016.25,1709.0,0.0,6028.0,1.454,1.194
Kepler-195 b,2.03,4.78,0.077,8.307872,74.148,751.0,0.0,5329.0,0.775,0.867
Kepler-195 c,1.55,3.02,0.197,34.096863,11.281,469.0,0.0,5329.0,0.775,0.867
Kepler-1950 b,1.52696349,2.95,0.0871,10.77690029,75.83,752.0,0.0,5455.0,0.852,0.759
Kepler-1951 b,2.32107188,6.0,0.1435,20.65780067,66.27,728.0,0.0,5468.0,1.306,0.923
Kepler-1952 b,1.23923346,2.07,0.1724,27.21080017,65.27,725.0,0.0,5973.0,1.305,0.922
Kepler-1953 b,1.28574667,2.2,0.0607,6.245659828,67.62,731.0,0.0,4858.0,0.707,0.786
Kepler-1954 b,1.80235934,3.9,0.0625,5.883430004,192.09,949.0,0.0,5840.0,0.849,0.942
Kepler-1955 b,1.16654878,1.69,0.11959,14.26519966,114.3,853.0,0.0,5825.0,1.291,1.049
Kepler-1956 b,1.08940238,1.32,0.0563,5.943719864,48.82,674.0,0.0,4391.0,0.682,0.671
Kepler-1957 b,0.94374867,0.79,0.0299,2.186619997,345.07,1099.0,0.0,4904.0,0.772,0.745
Kepler-1958 b,2.05124311,4.86,0.0856,9.328619957,99.6,806.0,0.0,5749.0,0.864,0.961
Kepler-1959 b,1.14315727,1.57,0.0617,6.38669014,102.25,811.0,0.0,5071.0,0.811,0.768
Kepler-196 b,1.9,4.27,0.138,20.739886,20.735,536.0,0.0,5128.0,0.782,0.839
Kepler-196 c,2.24,5.65,0.24,47.427737,6.88,407.0,0.0,5128.0,0.782,0.839
Kepler-196 d,2.66065673,7.56,0.4545,122.0800018,1.8,297.0,0.0,5132.0,0.77,0.805
Kepler-1960 b,1.30749704,2.26,0.0354,2.297940016,1352.14,1547.0,0.0,6371.0,1.072,1.117
Kepler-1961 b,1.6187808,3.25,0.0588,5.604710102,132.98,866.0,0.0,5401.0,0.777,0.871
Kepler-1962 b,1.21463929,1.95,0.0783,7.991459846,155.95,901.0,0.0,5700.0,1.006,1.003
Kepler-1963 b,0.74437023,0.337,0.02915,1.962260008,612.3,1448.0,0.0,5726.0,0.979,0.915
Kepler-1964 b,1.7810587,3.83,0.0322,2.440829992,223.8,986.0,0.0,4803.0,0.698,0.752
Kepler-1965 b,1.35415138,2.4,0.22971,41.86869812,13.8,492.0,0.0,5852.0,0.837,0.928
Kepler-1966 b,1.10479327,1.39,0.0763,8.617429733,68.28,733.0,0.0,5009.0,0.84,0.797
Kepler-1967 b,0.73022577,0.315,0.06686,7.281690121,57.1,1086.0,0.0,4970.0,1.806,0.996
Kepler-1968 b,1.50004034,2.86,0.0696,7.281099796,72.16,744.0,0.0,5008.0,0.788,0.844
Kepler-1969 b,1.68161001,3.47,0.0717,6.647520065,235.89,999.0,0.0,6046.0,1.007,1.111
Kepler-197 b,1.02,1.04,0.06,5.599308,431.256,1142.0,0.02,6004.0,1.12,0.857
Kepler-197 c,1.23,5.3,0.09,10.349695,189.965,930.0,0.08,6004.0,1.12,0.857
Kepler-197 d,1.22,1.98,0.119,15.677563,109.091,810.0,0.03,6004.0,1.12,0.857
Kepler-197 e,0.91,0.693,0.164,25.209715,57.941,691.0,0.38,6004.0,1.12,0.857
Kepler-1972 b,0.802,2.02,0.08006,7.54425,341.3,1084.0,0.067,5818.0,1.384,1.12
Kepler-1972 c,0.868,2.11,0.10493,11.3295,198.4,1215.0,0.043,5818.0,1.384,1.12
Kepler-1977 b,1.66,3.39,0.0486,4.53702121,95.61,798.0,0.0,4805.0,0.688,0.769
Kepler-1978 b,2.67,7.61,0.0914,10.84969477,49.3,676.0,0.0,5251.0,0.778,0.869
Kepler-198 b,2.82,8.35,0.131,17.790037,44.549,655.0,0.0,5574.0,0.94,0.995
Kepler-198 c,2.47,6.66,0.259,49.567416,11.354,465.0,0.0,5574.0,0.94,0.995
Kepler-198 d,1.53,2.96,0.02342,1.31184443,1444.516,1562.0,0.0,5636.0,0.93,0.97
Kepler-1980 b,2.21,5.52,0.2049,33.0257179,23.95,564.0,0.0,5819.0,0.99,1.049
Kepler-1981 b,9.23,62.5,1.3292,453.54212,5.45,390.0,0.0,5874.0,3.006,1.519
Kepler-1982 b,0.77,0.381,0.0511,3.82315697,638.38,1282.0,0.0,6202.0,1.122,1.213
Kepler-1983 b,2.33,6.04,0.0689,7.32851947,100.13,807.0,0.0,5135.0,0.874,0.812
Kepler-1984 b,6.81,37.3,0.0238,1.992812339,48.82,675.0,0.0,3638.0,0.42,0.45
Kepler-1985 b,2.27,5.77,0.0426,3.42064689,382.68,1129.0,0.0,5370.0,0.966,0.877
Kepler-1986 b,1.89,4.23,0.1307,19.5489666,26.62,579.0,0.0,5549.0,0.732,0.776
Kepler-1987 b,1.23,2.04,0.0318,2.345863002,233.38,997.0,0.0,4769.0,0.714,0.799
Kepler-1987 c,1.33,2.33,0.0427,3.64830183,129.44,860.0,0.0,4769.0,0.714,0.799
Kepler-1987 d,2.66,7.56,0.0571,5.644914154,72.38,744.0,0.0,4769.0,0.714,0.799
Kepler-1987 e,1.92,4.35,0.0765,8.74292005,40.33,643.0,0.0,4769.0,0.714,0.799
Kepler-1988 b,1.53,2.96,0.1038,11.49500229,351.79,1105.0,0.0,6033.0,1.788,1.127
Kepler-1989 b,4.62,19.3,0.0918,10.161023528,157.97,904.0,0.0,6032.0,1.06,0.999
Kepler-199 b,3.11,9.85,0.158,23.637604,31.679,595.0,0.0,5644.0,0.967,0.96
Kepler-199 c,3.25,10.6,0.316,67.093408,7.885,420.0,0.0,5644.0,0.967,0.96
Kepler-1990 b,3.27,10.7,0.0286,1.73513619,1372.87,1554.0,0.0,5751.0,1.071,1.028
Kepler-1990 c,0.98,0.904,0.0504,4.06844957,442.08,1170.0,0.0,5751.0,1.071,1.028
Kepler-1991 b,1.47,2.76,0.1065,13.26079792,78.79,760.0,0.0,5478.0,1.053,0.914
Kepler-1991 c,2.57,7.13,0.1528,22.79020351,38.27,634.0,0.0,5478.0,1.053,0.914
Kepler-1992 b,0.91,0.693,0.1169,15.6112238,38.99,637.0,0.0,5383.0,0.842,0.874
Kepler-1993 b,4.15,16.1,0.1943,26.6565737,157.45,903.0,0.0,5159.0,3.062,1.373
Kepler-1994 b,0.51,0.087,0.053,4.61225043,268.27,1032.0,0.0,5495.0,0.961,0.932
Kepler-1995 b,4.28,16.9,0.3259,73.7578875,4.66,375.0,0.0,5029.0,0.93,0.847
Kepler-1996 b,2.26,5.73,0.1789,32.376183,5.61,392.0,0.0,4580.0,0.675,0.748
Kepler-1996 c,2.81,8.3,0.3608,92.7297248,1.38,276.0,0.0,4580.0,0.675,0.748
Kepler-1997 b,2.28,5.82,0.1815,26.7575866,44.86,660.0,0.0,6215.0,1.052,1.111
Kepler-1998 b,0.6,0.156,0.0405,3.03267135,468.31,1187.0,0.0,5640.0,0.921,0.962
Kepler-1999 b,3.29,10.8,0.0713,8.7396758,26.17,577.0,0.0,4406.0,0.628,0.632
Kepler-20 b,1.773,9.7,0.04565,3.6961049,331.0,1187.0,0.083,5495.0,0.9164,0.929
Kepler-20 c,2.894,11.1,0.0936,10.8540774,78.7,828.0,0.076,5495.0,0.9164,0.929
Kepler-20 d,2.606,13.4,0.3474,77.611455,5.71,430.0,0.082,5495.0,0.9164,0.929
Kepler-20 e,0.821,0.76,0.0637,6.0984882,169.8,1004.0,0.092,5495.0,0.9164,0.929
Kepler-20 f,0.952,1.4,0.1387,19.578328,35.9,681.0,0.094,5495.0,0.9164,0.929
Kepler-200 b,2.13,5.18,0.08,8.594805,159.069,854.0,0.0,5678.0,0.944,0.972
Kepler-200 c,1.59,3.15,0.09,10.222157,126.361,806.0,0.0,5678.0,0.944,0.972
Kepler-2000 b,2.73,7.9,0.0562,6.383159135,18.73,530.0,0.0,3757.0,0.576,0.581
Kepler-2000 c,1.57,3.09,0.1228,20.6180348,3.92,359.0,0.0,3757.0,0.576,0.581
Kepler-2001 b,1.04,1.12,0.0197,1.090011003,911.28,1402.0,0.0,5081.0,0.77,0.864
Kepler-2001 c,1.82,3.97,0.1084,14.092583189,30.1,597.0,0.0,5081.0,0.77,0.864
Kepler-201 b,2.46,6.62,0.175,25.672083,64.549,683.0,0.0,6065.0,1.229,1.098
Kepler-201 c,2.85,8.5,0.573,151.884058,6.033,378.0,0.0,6065.0,1.229,1.098
Kepler-202 b,1.63,3.29,0.045,4.069427,108.504,802.0,0.0,4668.0,0.667,0.683
Kepler-202 c,1.85,4.08,0.113,16.282493,17.07,505.0,0.0,4668.0,0.667,0.683
Kepler-203 b,2.57,7.13,0.043,3.162697,668.215,1308.0,0.0,5821.0,1.114,1.06
Kepler-203 c,2.47,749.9,0.061,5.370647,329.788,1096.0,0.0,5821.0,1.114,1.06
Kepler-203 d,1.44,33.9,0.1,11.32972,121.816,855.0,0.0,5821.0,1.114,1.06
Kepler-204 b,2.53,6.94,0.117,14.400974,79.703,828.0,0.0,5812.0,1.238,1.038
Kepler-204 c,1.79,3.86,0.173,25.660593,36.886,683.0,0.0,5812.0,1.238,1.038
Kepler-205 b,1.51,2.89,0.032,2.75564,102.562,757.0,0.0,4321.0,0.546,0.592
Kepler-205 c,1.64,3.33,0.122,20.306546,7.14,389.0,0.0,4321.0,0.546,0.592
Kepler-206 b,1.2,1.87,0.078,7.781987,192.273,983.0,0.0,5764.0,1.185,0.957
Kepler-206 c,1.77,3.78,0.111,13.137471,95.51,825.0,0.0,5764.0,1.185,0.957
Kepler-206 d,1.19,1.81,0.163,23.44281,44.17,681.0,0.0,5764.0,1.185,0.957
Kepler-207 b,1.57,3.09,0.029,1.611865,4097.318,1930.0,0.0,5920.0,1.588,1.313
Kepler-207 c,1.5,2.86,0.044,3.071571,1742.715,1556.0,0.0,5920.0,1.588,1.313
Kepler-207 d,3.31,11.0,0.068,5.868075,732.604,1254.0,0.0,5920.0,1.588,1.313
Kepler-208 b,1.63,3.29,0.054,4.22864,639.576,1379.0,0.0,6092.0,1.314,1.082
Kepler-208 c,1.39,2.51,0.079,7.466623,300.165,1141.0,0.0,6092.0,1.314,1.082
Kepler-208 d,1.2,1.87,0.103,11.131786,176.283,999.0,0.0,6092.0,1.314,1.082
Kepler-208 e,1.48,2.79,0.132,16.259458,106.345,880.0,0.0,6092.0,1.314,1.082
Kepler-209 b,2.26,5.73,0.122,16.087845,48.662,668.0,0.0,5513.0,0.935,0.971
Kepler-209 c,3.1,9.8,0.231,41.749882,13.637,486.0,0.0,5513.0,0.935,0.971
Kepler-21 b,1.639,7.5,0.0434,2.7858212,2749.0,2015.0,0.0,6305.0,1.902,1.408
Kepler-210 b,2.94,8.96,0.032,2.453234,122.139,737.0,0.0,4559.0,0.65,0.77
Kepler-210 c,3.62,12.8,0.07,7.972513,25.44,497.0,0.0,4559.0,0.65,0.77
Kepler-211 b,1.26,2.13,0.048,4.138575,158.188,954.0,0.0,5123.0,0.816,0.867
Kepler-211 c,1.29,18.3,0.062,6.04045,95.436,841.0,0.0,5123.0,0.816,0.867
Kepler-212 b,1.09,1.32,0.133,16.257582,133.866,830.0,0.0,5852.0,1.455,1.166
Kepler-212 c,2.74,7.95,0.207,31.805174,54.662,664.0,0.0,5852.0,1.455,1.166
Kepler-213 b,1.62,3.26,0.036,2.46236,833.469,1326.0,0.0,5696.0,1.195,1.07
Kepler-213 c,2.34,6.08,0.057,4.822962,339.536,1060.0,0.0,5696.0,1.195,1.07
Kepler-214 b,2.61,7.32,0.13,15.660544,196.402,758.0,0.0,6169.0,1.352,1.11
Kepler-214 c,2.13,5.18,0.194,28.7798,87.244,619.0,0.0,6169.0,1.352,1.11
Kepler-215 b,1.62,3.26,0.084,9.360672,105.073,784.0,0.0,5739.0,1.027,0.788
Kepler-215 c,1.77,3.78,0.113,14.667108,57.694,675.0,0.0,5739.0,1.027,0.788
Kepler-215 d,2.39,23.6,0.185,30.864423,21.404,527.0,0.0,5739.0,1.027,0.788
Kepler-215 e,1.75,3.71,0.314,68.16101,7.444,405.0,0.0,5739.0,1.027,0.788
Kepler-216 b,2.35,6.12,0.079,7.693641,540.034,1069.0,0.0,6091.0,1.26,1.126
Kepler-216 c,3.04,9.48,0.136,17.406669,182.057,814.0,0.0,6091.0,1.26,1.126
Kepler-217 b,2.23,5.6,0.065,5.374943,1366.477,1413.0,0.0,6171.0,1.799,1.342
Kepler-217 c,1.85,4.08,0.089,8.586004,730.808,1208.0,0.0,6171.0,1.799,1.342
Kepler-217 d,1.32,2.3,0.0534,3.88689525,2099.752,1574.0,0.0,6341.0,1.76,1.37
Kepler-218 b,1.48,2.79,0.046,3.619337,460.656,1156.0,0.0,5502.0,1.063,1.019
Kepler-218 c,3.14,10.0,0.248,44.699576,16.147,500.0,0.0,5502.0,1.063,1.019
Kepler-218 d,2.66,7.56,0.49884,124.5244647,4.118,356.0,0.0,5542.0,1.02,1.01
Kepler-219 b,2.95,9.01,0.057,4.585512,456.732,1307.0,0.0,5786.0,1.491,1.164
Kepler-219 c,3.58,12.5,0.165,22.714613,54.105,766.0,0.0,5786.0,1.491,1.164
Kepler-219 d,2.81,19.1,0.272,47.903645,20.01,598.0,0.0,5786.0,1.491,1.164
Kepler-22 b,2.1,9.1,0.812,289.863876,1.013,279.0,0.72,5596.0,0.869,0.857
Kepler-220 b,0.81,0.457,0.046,4.159807,105.001,759.0,0.0,4632.0,0.666,0.729
Kepler-220 c,1.57,3.09,0.076,9.034199,37.321,586.0,0.0,4632.0,0.666,0.729
Kepler-220 d,0.98,0.904,0.163,28.122397,8.208,401.0,0.0,4632.0,0.666,0.729
Kepler-220 e,1.33,2.33,0.226,45.902733,4.274,341.0,0.0,4632.0,0.666,0.729
Kepler-221 b,1.71,5.95575,0.037,2.795906,308.885,1090.0,0.0,5243.0,0.821,0.854
Kepler-221 c,2.93,9.3,0.059,5.690586,119.836,860.0,0.0,5243.0,0.821,0.854
Kepler-221 d,2.73,3.61,0.087,10.04156,56.293,712.0,0.0,5243.0,0.821,0.854
Kepler-221 e,2.63,7.86706,0.13,18.369917,25.156,582.0,0.0,5243.0,0.821,0.854
Kepler-222 b,3.16,10.1,0.048,3.936981,206.769,1004.0,0.0,5433.0,0.869,0.933
Kepler-222 c,4.64,19.4,0.091,10.08881,59.076,734.0,0.0,5433.0,0.869,0.933
Kepler-222 d,3.69,13.2,0.18,28.081912,15.087,522.0,0.0,5433.0,0.869,0.933
Kepler-223 b,2.99,7.4,0.07525,7.38449,444.053,1042.0,0.078,5803.0,1.72,1.125
Kepler-223 c,3.44,5.1,0.09117,9.84564,302.474,947.0,0.15,5803.0,1.72,1.125
Kepler-223 d,5.24,8.0,0.11956,14.78869,175.951,827.0,0.037,5803.0,1.72,1.125
Kepler-223 e,4.6,4.8,0.14481,19.72567,119.882,751.0,0.051,5803.0,1.72,1.125
Kepler-224 b,1.39,2.51,0.038,3.132924,201.489,937.0,0.0,5018.0,0.676,0.777
Kepler-224 c,3.12,9.91,0.058,5.925003,86.332,758.0,0.0,5018.0,0.676,0.777
Kepler-224 d,2.3,5.9,0.089,11.349393,36.293,610.0,0.0,5018.0,0.676,0.777
Kepler-224 e,1.97,4.54,0.124,18.643577,18.732,517.0,0.0,5018.0,0.676,0.777
Kepler-225 b,1.2,1.87,0.056,6.738975,38.883,579.0,0.0,3682.0,0.48,0.593
Kepler-225 c,1.84,4.04,0.111,18.794234,9.903,412.0,0.0,3682.0,0.48,0.593
Kepler-226 b,1.55,24.0,0.047,3.940997,270.402,1018.0,0.0,5571.0,0.802,0.904
Kepler-226 c,2.27,45.2,0.058,5.349555,180.513,919.0,0.0,5571.0,0.802,0.904
Kepler-226 d,1.22,1.98,0.076,8.109044,103.645,800.0,0.0,5571.0,0.802,0.904
Kepler-227 b,3.11,9.85,0.09,9.488015,104.641,793.0,0.0,5854.0,1.091,0.954
Kepler-227 c,3.04,9.48,0.29,54.418694,10.186,443.0,0.0,5854.0,1.091,0.954
Kepler-228 b,1.53,2.96,0.038,2.566546,863.776,1360.0,0.0,6043.0,1.014,1.006
Kepler-228 c,2.7,7.75,0.052,4.134444,457.318,1160.0,0.0,6043.0,1.014,1.006
Kepler-228 d,4.04,15.4,0.101,11.094286,122.778,835.0,0.0,6043.0,1.014,1.006
Kepler-229 b,2.2,5.48,0.062,6.252972,76.217,823.0,0.0,5120.0,0.728,0.808
Kepler-229 c,4.92,21.5,0.117,16.068638,21.637,600.0,0.0,5120.0,0.728,0.808
Kepler-229 d,3.85,14.2,0.22,41.194912,6.162,439.0,0.0,5120.0,0.728,0.808
Kepler-23 b,1.638,2.56,0.07212,7.1,446.107,1157.0,0.017,5828.0,1.548,1.078
Kepler-23 c,3.005,7.81,0.09501,10.74,257.39,1008.0,0.021,5828.0,1.548,1.078
Kepler-23 d,2.206,4.44,0.12012,15.27,161.038,896.0,0.01,5828.0,1.548,1.078
Kepler-230 b,4.26,16.8,0.191,32.625555,11.816,506.0,0.0,5588.0,0.817,0.784
Kepler-230 c,2.04,4.82,0.38,91.773242,2.976,359.0,0.0,5588.0,0.817,0.784
Kepler-231 b,1.73,35.4,0.074,10.065275,14.879,488.0,0.0,3767.0,0.49,0.58
Kepler-231 c,1.93,24.1,0.114,19.271566,6.267,393.0,0.0,3767.0,0.49,0.58
Kepler-232 b,3.08,9.69,0.054,4.431222,410.583,1104.0,0.0,5847.0,0.968,0.97
Kepler-232 c,3.83,14.0,0.101,11.379349,116.524,806.0,0.0,5847.0,0.968,0.97
Kepler-233 b,2.43,6.48,0.077,8.472382,85.131,751.0,0.0,5360.0,0.758,0.855
Kepler-233 c,2.71,7.8,0.287,60.418955,6.195,390.0,0.0,5360.0,0.758,0.855
Kepler-234 b,3.7,13.2,0.04,2.711506,1007.716,1420.0,0.0,6224.0,1.113,1.129
Kepler-234 c,3.51,12.1,0.077,7.21205,273.304,1025.0,0.0,6224.0,1.113,1.129
Kepler-235 b,2.23,5.6,0.037,3.340222,44.0,731.0,0.0,4255.0,0.554,0.581
Kepler-235 c,1.28,2.18,0.065,7.824904,14.2,555.0,0.0,4255.0,0.554,0.581
Kepler-235 d,2.05,4.86,0.122,20.060548,4.03,401.0,0.0,4255.0,0.554,0.581
Kepler-235 e,2.22,5.56,0.213,46.183669,1.33,306.0,0.0,4255.0,0.554,0.581
Kepler-236 b,1.57,3.09,0.065,8.295611,15.632,469.0,0.0,3750.0,0.51,0.596005
Kepler-236 c,2.0,4.66,0.132,23.968127,3.802,329.0,0.0,3750.0,0.51,0.596005
Kepler-237 b,1.41,2.57,0.05,4.715106,124.961,823.0,0.0,4861.0,0.725,0.696
Kepler-237 c,2.08,4.98,0.071,8.103636,60.642,687.0,0.0,4861.0,0.725,0.696
Kepler-238 b,1.73,3305.02,0.034,2.090876,2500.588,1642.0,0.0,5751.0,1.43,1.229
Kepler-238 c,2.39,152.522,0.069,6.155557,592.298,1146.0,0.0,5751.0,1.43,1.229
Kepler-238 d,3.07,23.1,0.115,13.233549,213.48,888.0,0.0,5751.0,1.43,1.229
Kepler-238 e,5.6,169.7,0.17286,23.654,98.461,731.0,0.0,5800.0,0.96,1.06
Kepler-238 f,2.0,13.5,0.28635,50.447,35.869,568.0,0.0,5800.0,0.96,1.06
Kepler-239 b,2.33,6.04,0.095,11.763051,34.746,616.0,0.0,4914.0,0.763,0.757
Kepler-239 c,2.51,6.85,0.268,56.228098,4.315,366.0,0.0,4914.0,0.763,0.757
Kepler-24 b,2.348,11.14,0.08045,8.14,252.246,1050.0,0.023,6028.0,1.099,1.06
Kepler-24 c,2.514,9.99,0.10612,12.33,144.827,915.0,0.014,6028.0,1.099,1.06
Kepler-24 d,1.67,293.959,0.051,4.244384,601.895,1305.0,0.0,5897.0,1.289,1.046
Kepler-24 e,2.78,26.2118,0.138,18.998355,81.506,792.0,0.0,5897.0,1.289,1.046
Kepler-240 b,1.37,2.45,0.048,4.144495,142.736,864.0,0.0,4985.0,0.739,0.868
Kepler-240 c,2.2,102.3,0.074,7.953528,59.838,696.0,0.0,4985.0,0.739,0.868
Kepler-241 b,2.33,6.04,0.094,12.718092,23.6,562.0,0.0,4699.0,0.668,0.671
Kepler-241 c,2.57,7.13,0.189,36.065978,5.88,397.0,0.0,4699.0,0.668,0.671
Kepler-242 b,2.61,7.32,0.075,8.20395,43.768,742.0,0.0,5020.0,0.85,0.748
Kepler-242 c,2.0,4.66,0.109,14.496481,20.498,613.0,0.0,5020.0,0.85,0.748
Kepler-243 b,2.45,6.57,0.062,5.715442,115.505,850.0,0.0,5228.0,0.842,0.904
Kepler-243 c,1.99,4.62,0.142,20.026218,21.72,559.0,0.0,5228.0,0.842,0.904
Kepler-244 b,2.76,8.05,0.05,4.311792,242.471,1038.0,0.0,5554.0,0.803,0.933
Kepler-244 c,2.05,4.86,0.087,9.767292,81.574,791.0,0.0,5554.0,0.803,0.933
Kepler-244 d,2.31,15.2,0.14,20.050401,31.267,622.0,0.0,5554.0,0.803,0.933
Kepler-245 b,2.57,146.78,0.071,7.49019,77.749,753.0,0.0,5100.0,0.795,0.856
Kepler-245 c,2.18,26.7,0.124,17.460812,25.152,568.0,0.0,5100.0,0.795,0.856
Kepler-245 d,3.03,21.6,0.202,36.277108,9.492,445.0,0.0,5100.0,0.795,0.856
Kepler-245 e,1.75,1806.36,0.04053,3.219821056,240.151,998.0,0.0,5174.0,0.8,0.86
Kepler-246 b,2.34,6.08,0.052,4.60182,141.613,896.0,0.0,5206.0,0.831,0.853
Kepler-246 c,1.5,2.86,0.095,11.187161,43.208,667.0,0.0,5206.0,0.831,0.853
Kepler-247 b,1.64,3.33,0.042,3.33616,216.111,970.0,0.0,5100.0,0.768,0.887
Kepler-247 c,4.09,15.7,0.084,9.439452,53.899,686.0,0.0,5100.0,0.768,0.887
Kepler-247 d,3.94,14.7,0.14,20.477912,19.21,530.0,0.0,5100.0,0.768,0.887
Kepler-248 b,3.02,9.38,0.066,6.308205,79.311,819.0,0.0,5190.0,0.831,0.838
Kepler-248 c,4.07,15.6,0.123,16.239494,22.459,598.0,0.0,5190.0,0.831,0.838
Kepler-249 b,1.09,1.32,0.035,3.306539,24.26,554.0,0.0,3568.0,0.482,0.510238
Kepler-249 c,1.51,2.89,0.058,7.113702,12.529,429.0,0.0,3568.0,0.482,0.510238
Kepler-249 d,1.57,3.09,0.097,15.368459,4.474,332.0,0.0,3568.0,0.482,0.510238
Kepler-25 b,2.748,8.7,0.0695,6.238297,542.96,1185.0,0.0029,6354.0,1.316,1.165
Kepler-25 c,5.217,15.2,0.1117,12.7207,210.172,934.0,0.0061,6354.0,1.316,1.165
Kepler-250 b,1.13,1.51,0.048,4.148141,148.103,938.0,0.0,5160.0,0.805,0.806
Kepler-250 c,2.28,5.82,0.069,7.156804,71.499,782.0,0.0,5160.0,0.805,0.806
Kepler-250 d,2.18,5.39,0.127,17.648312,21.463,579.0,0.0,5160.0,0.805,0.806
Kepler-251 b,1.33,2.33,0.053,4.790936,203.169,990.0,0.0,5526.0,0.89,0.891
Kepler-251 c,2.77,8.1,0.122,16.514043,38.953,655.0,0.0,5526.0,0.89,0.891
Kepler-251 d,2.77,8.1,0.182,30.133001,17.477,536.0,0.0,5526.0,0.89,0.891
Kepler-251 e,2.77,8.1,0.404,99.640161,3.548,360.0,0.0,5526.0,0.89,0.891
Kepler-252 b,1.23,2.04,0.058,6.668391,39.264,587.0,0.0,4208.0,0.549,0.61
Kepler-252 c,2.15,5.27,0.08,10.848463,20.507,499.0,0.0,4208.0,0.549,0.61
Kepler-253 b,1.63,3.29,0.046,3.783986,194.346,949.0,0.0,5208.0,0.786,0.86
Kepler-253 c,2.65,7.51,0.089,10.281951,51.273,680.0,0.0,5208.0,0.786,0.86
Kepler-253 d,3.17,10.2,0.13,18.119869,24.084,563.0,0.0,5208.0,0.786,0.86
Kepler-254 b,3.87,14.3,0.064,5.826662,184.341,1013.0,0.0,5957.0,0.91,0.849
Kepler-254 c,2.15,3.2,0.105,12.412183,67.225,787.0,0.0,5957.0,0.91,0.849
Kepler-254 d,2.5,6.8,0.139,18.746477,38.844,686.0,0.0,5957.0,0.91,0.849
Kepler-255 b,1.55,3.02,0.063,5.714606,174.395,971.0,0.0,5573.0,0.933,0.867
Kepler-255 c,2.99,9.22,0.092,9.946047,83.264,807.0,0.0,5573.0,0.933,0.867
Kepler-255 d,1.32,2.3,0.0192,1.045622658,1686.09,1710.0,0.0,5431.0,0.86,0.9
Kepler-256 b,1.59,3.15,0.027,1.620493,1225.934,1681.0,0.0,5551.0,1.301,1.037
Kepler-256 c,2.15,5.27,0.045,3.38802,457.066,1315.0,0.0,5551.0,1.301,1.037
Kepler-256 d,2.48,6.71,0.064,5.839172,221.1,1097.0,0.0,5551.0,1.301,1.037
Kepler-256 e,2.35,6.12,0.096,10.681572,98.9,897.0,0.0,5551.0,1.301,1.037
Kepler-257 b,2.61,7.32,0.034,2.382667,343.6,1237.0,0.0,5180.0,1.037,0.916
Kepler-257 c,5.41,25.2,0.066,6.581484,88.6,881.0,0.0,5180.0,1.037,0.916
Kepler-257 d,4.95,21.7,0.16,24.664551,15.2,567.0,0.0,5180.0,1.037,0.916
Kepler-258 b,4.06,15.5,0.103,13.19722,27.791,642.0,0.0,4942.0,0.915,0.82
Kepler-258 c,3.61,12.7,0.193,33.653079,7.985,470.0,0.0,4942.0,0.915,0.82
Kepler-259 b,2.8,8.25,0.079,8.115317,113.451,879.0,0.0,5938.0,0.898,0.867
Kepler-259 c,2.7,7.75,0.217,36.924931,15.054,530.0,0.0,5938.0,0.898,0.867
Kepler-26 b,2.78,5.12,0.08551,12.28,7.6,431.0,0.021,3914.0,0.512,0.544
Kepler-26 c,2.72,6.2,0.10725,17.2559,4.82,385.0,0.013,3914.0,0.512,0.544
Kepler-26 d,1.07,1.24,0.039,3.543919,31.79,652.0,0.0,4486.0,0.571,0.593
Kepler-26 e,2.41,6.39,0.22,46.827915,1.753,276.0,0.0,4486.0,0.571,0.593
Kepler-260 b,2.01,4.7,0.075,8.187399,132.134,782.0,0.0,5250.0,0.862,1.013
Kepler-260 c,1.74,3.68,0.332,76.050178,6.775,372.0,0.0,5250.0,0.862,1.013
Kepler-261 b,2.18,5.39,0.088,10.381227,45.779,672.0,0.0,5098.0,0.794,0.834
Kepler-261 c,2.0,4.66,0.156,24.570858,14.512,505.0,0.0,5098.0,0.794,0.834
Kepler-262 b,1.36,2.42,0.108,13.060855,50.169,734.0,0.0,5841.0,0.881,0.816
Kepler-262 c,1.64,3.33,0.152,21.853722,25.26,618.0,0.0,5841.0,0.881,0.816
Kepler-263 b,2.67,7.61,0.12,16.568087,24.308,548.0,0.0,5265.0,0.785,0.793
Kepler-263 c,2.47,6.66,0.242,47.332773,5.994,386.0,0.0,5265.0,0.785,0.793
Kepler-264 b,3.33,11.1,0.249,40.806231,79.478,772.0,0.0,6158.0,1.55,1.426
Kepler-264 c,2.83,8.4,0.566,140.101261,15.347,511.0,0.0,6158.0,1.55,1.426
